str_yes|する。
str_npc2_home_description|もうずいぶんと昔の話ですが、 あれはかつてミナス・イシルと呼ばれていました。 言い伝えによると、 月の光に照らされた中庭が銀色の光で満たされ、 周囲の壁を銀色と白色に浮かび上がらせたそうです。 ゴンドールの衛兵はその城壁から東を望み、 エフェル・ドゥアスのかなたを監視したのです。
; str_npc3_home_description|It's thick with trunks and branches and all manner of trees, and I wouldn't venture there as strange creatures roam the forest, not all of them harmless.
; str_npc4_home_description|'Where now the horse and the rider? where is the horn that was blowing?^Where is the helm and the hauberk and the bright hair flowing?...^They have passed like rain on the mountain, like a wind in the meadow;^The days have gone down in the West behind the hills into shadow...'
; str_npc5_home_description|Once built by the Southern Kingdom, now home to one that we called the White Wizard, scheming, no doubt, how to increase his power further at the expense of others.
; str_npc6_home_description|I have never ventured this far, but I overheard our Greenwood scouts say there may be Nazguls here. I feel an evil presence, but I cannot put a name to it. It is powerful, though, so let us be prepared.
; str_npc7_home_description|Judging by the desolation, and the many orc-tracks, I fear for the fate of the courageous Balin and his expedition. It seems that Moria has fallen to the Shadow and we should tread carefully.
; str_npc8_home_description|Not too often, a travelling merchant comes to the Dale market and offers the finest honey I have ever tasted. For some curious reason, he says that 'it was made by bears' and laughs.
; str_npc9_home_description|Its damned walls are too high and too hard for my hammer to break. I reckon if we ever chase away the manlings from their Edoras pig-sties, they'll run off here and cower behind the walls.
; str_npc10_home_description|Do you know that town?
; str_npc11_home_description|Do you know that town?
; str_npc12_home_description|Do you know that town?
; str_npc13_home_description|Do you know that town?
; str_npc14_home_description|Do you know that town?
; str_npc15_home_description|Do you know that town?
; str_npc16_home_description|Do you know that town?
; str_npc17_home_description|I didn't know there were such lovely woods here too. I wonder if any woodsmen work here.
; str_npc1_home_description_2|If Gondor is doomed, West Osgiliath shall fall first to the foul hordes of the Eye. I only hope Captain Faramir would be in command that day and stem the tide. If we could spare any men to bolster the defences here, I would be most grateful, Captain.
str_npc2_home_description_2|今は恐ろしいオークどもで満ちあふれ、 恐怖の亡霊や、 さらに恐ろしい者たちのすみかとなっているそうです。 私は 、いつかゴンドールがあそこを取り戻し、 すべての不浄なものを一掃する日が来る事を願って止みません。
; str_npc3_home_description_2|If we must cross Entwood, let us do so with haste and stealth. I don't know who might be listening to our hooves and I don't care to find out.
; str_npc4_home_description_2|We would do well to remember the great deeds of the past and the sacrifices that were made. The Alliance between Rohan and Gondor shall save our peoples from doom once again.
; str_npc5_home_description_2|Let it be a reminder that even the greatest, even one of the Istari, can be corrupted and fall. Those who lust for power can be defeated by power, so let us not tarry much longer.
; str_npc6_home_description_2|I sense the evil armies behind its walls prepare to march... To fair Lothlórien? To Dale? To my Greenwood homeland? I cannot tell, but please do everything you can to thwart them.
; str_npc7_home_description_2|If the fates of war ever provide us with a large army, we should risk the entrance to the Mines and retrieve their mighty riches.
; str_npc8_home_description_2|I can smell the fragrance of many sweet flowers and see the bees harvesting their nectar. If you don't mind, I will gather some herbs for our own use, it will only take a moment.
; str_npc9_home_description_2|There's no use trudging around here if we are not backed by a large Uruk-hai horde. Unless you want to make faces at the lookouts on the wall, that is.
; str_npc10_home_description_2|Minas Morgul, where Nazguls drink all day, har-har!
; str_npc11_home_description_2|Doesn't Orthanc look like a giant... something?
; str_npc12_home_description_2|Doesn't Orthanc look like a giant... something?
; str_npc13_home_description_2|Minas Morgul, where Nazguls drink all day, har-har!
; str_npc14_home_description_2|Minas Morgul, where Nazguls drink all day, har-har!
; str_npc15_home_description_2|Minas Morgul, where Nazguls drink all day, har-har!
; str_npc16_home_description_2|Minas Morgul, where Nazguls drink all day, har-har!
; str_npc17_home_description_2|I could chisel you a nice pipe. Would you like a pipe?
; str_npc1_home_recap|I was born and raised in Ithilien, in a long line of warriors tracing back to the Southern Dúnedain.
str_npc2_home_recap|私はミナス・ティリスの、 つつましくも誇り高い家で生まれ育ちました。
; str_npc3_home_recap|I am one of the Eorlingas, or Rohirrim, as foreigners call us.
; str_npc4_home_recap|I don't find it amusing that you should forget so easily.
; str_npc5_home_recap|I'll indulge your curiosity, but let us not tarry.
; str_npc6_home_recap|I was born and raised in Mirkwood, a Silvan Elf. Our race's woodcraft skills are known to all.
; str_npc7_home_recap|I am son of Dwalin of the Durin's folk.
; str_npc8_home_recap|I am a healer and a herbalist from Dale.
; str_npc9_home_recap|Gulm will tell you if you must know. But talk doesn't make enemies dead.
; str_npc10_home_recap|I'll make this short.
; str_npc11_home_recap|I'll make this short.
; str_npc12_home_recap|I'll make this short.
; str_npc13_home_recap|I'll make this short.
; str_npc14_home_recap|I'll make this short.
; str_npc15_home_recap|I'll make this short.
; str_npc16_home_recap|I'll make this short.
; str_npc17_home_recap|I was born at the edge of the woods, but spent all my life in the woods. Did I tell you of the many trees there?
str_npc1_honorific|隊長
str_npc2_honorific|隊長
str_npc3_honorific|隊長
str_npc4_honorific|隊長
str_npc5_honorific|隊長
str_npc6_honorific|隊長
str_npc7_honorific|隊長
str_npc8_honorific|隊長
str_npc9_honorific|隊長
str_npc10_honorific|隊長
str_npc11_honorific|親分
str_npc12_honorific|親分
str_npc13_honorific|隊長
str_npc14_honorific|船長
str_npc15_honorific|親方
str_npc16_honorific|将軍
str_npc17_honorific|かしら
; str_comment_intro_liege_affiliated|I am told that you are pledged to one of the pretenders who disputes my claim to the crown of Calradia. But we may still talk.
; str_comment_intro_famous_liege|Your fame runs before you! Perhaps it is time that you sought a liege worthy of your valor.
; str_comment_intro_famous_martial|Your fame runs before you! Perhaps we shall test each other's valor in a tournament, or on the battlefield!
; str_comment_intro_famous_badtempered|I've heard of you. Well, I'm not one for bandying words, so if you have anything to say, out with it.
; str_comment_intro_famous_pitiless|I know your name. It strikes fear in men's hearts. That is good. Perhaps we should speak together, some time.
; str_comment_intro_famous_cunning|Ah, yes. At last we meet. You sound like a good {man/woman} to know. Let us speak together, from time to time.
; str_comment_intro_famous_sadistic|I know your name -- and from what I hear, I'll warrant that many a grieving widow knows too. But that is no concern of mine.
; str_comment_intro_famous_goodnatured|I've heard of you! It's very good to finally make your acquaintance.
; str_comment_intro_famous_upstanding|I know your name. They say you are a most valiant warrior. I can only hope that your honour and mercy matches your valor.
; str_comment_intro_noble_liege|I see that you carry a nobleman's banner, although I do not recognize the device. Know that I am always looking for good men to fight for me, once they prove themselves to be worthy of my trust.
; str_comment_intro_noble_martial|I see that you carry a nobleman's banner, but I do not recognize the device. Perhaps one day we shall test each other's valor in a tournament, or on the battlefield!
; str_comment_intro_noble_badtempered|I don't recognize the device on your banner. No doubt another foreigner come to our lands, as if we didn't have so many here already.
; str_comment_intro_noble_pitiless|I see that you carry a nobleman's banner, but I do not recognize the device. Another vulture come to grow fat on the leftovers of war, no doubt!
; str_comment_intro_noble_cunning|I see that you carry a nobleman's banner, but I do not recognize the device. Still, it is always worthwhile to make the acquaintance of {men/women} who may one day prove themselves to be great warriors.
; str_comment_intro_noble_sadistic|I see that you carry a nobleman's banner, but I do not recognize the device. Perhaps you are the bastard {son/daughter} of a puffed-up cattle thief? Or perhaps you stole it?
; str_comment_intro_noble_goodnatured|I see that you carry a nobleman's banner, but I do not recognize the device. Forgive my ignorance, {sir/madame}! It is good to make your acquaitance.
; str_comment_intro_noble_upstanding|I see that you carry a nobleman's banner, but I do not recognize the device. No doubt you have come to Calradia in search of wealth and glory. If this indeed is the case, then I only ask that you show mercy to those poor souls caught in the path of war.
; str_comment_intro_common_liege|You may be of common birth, but know that I am always looking for good men to fight for me, if they can prove themselves to be worthy of my trust.
